0 0
0.0625 0
0.125 0
0.1875 1
0.25 14
0.3125 39
0.375 64
0.4375 76
0.5 73
0.5625 79
0.625 52
0.6875 38
0.75 27
0.8125 16
0.875 5
0.9375 7
1 5
1.0625 2
1.125 1
1.1875 0
1.25 0
1.3125 0
1.375 0
1.4375 0
1.5 1

